account_id,home_city,account_age_days,customer_segment,preferred_channel,device_platform,typical_transaction_amount,typical_daily_transactions,baseline_risk_tier,primary_device_id,primary_sim_hash
NDM_003916,Windhoek,3149,Standard,USSD,iOS,227.11,7,Low,DEV_0003916,3f857f4e0666a4da
NDM_003917,Oshakati,2037,Premium,Web,Android,708.4,5,Low,DEV_0003917,79167b1858813c7c
NDM_003918,Windhoek,2654,Standard,USSD,Android,953.98,3,Low,DEV_0003918,ce7491c05ec8880c
NDM_003919,Windhoek,1960,Standard,USSD,Android,1207.17,5,Low,DEV_0003919,8db71dd94a7031d4
NDM_003920,Rundu,3469,Premium,Web,Android,302.7,7,Low,DEV_0003920,7f508dd4edbe336c
NDM_003921,Windhoek,2821,Standard,USSD,iOS,195.28,4,Low,DEV_0003921,e352a39bdc69acb1
NDM_003922,Windhoek,2800,Standard,USSD,iOS,111.38,5,Low,DEV_0003922,1896af5fb8873d8c
NDM_003923,Walvis Bay,1559,Standard,USSD,iOS,119.15,8,Medium,DEV_0003923,28729818f410e470
NDM_003924,Walvis Bay,761,Standard,Web,iOS,601.94,3,Low,DEV_0003924,4ed87d45b3a6db6a
NDM_003925,Windhoek,1480,Standard,Mobile_App,Android,631.89,5,Medium,DEV_0003925,89d3898dd137fd77
NDM_003926,Windhoek,2525,Standard,USSD,Android,552.79,4,Low,DEV_0003926,37f17397f2fb1dd6
NDM_003927,Oshakati,1429,Standard,USSD,iOS,1273.23,3,Medium,DEV_0003927,9f1648a8154da76e
NDM_003928,Keetmanshoop,3604,Standard,USSD,iOS,2268.22,4,Low,DEV_0003928,9a8cb24d11183df3
NDM_003929,Oshakati,2160,Standard,Web,Android,2388.3,4,Low,DEV_0003929,dd69aff03dd6d4f8
NDM_003930,Windhoek,3362,Standard,USSD,iOS,407.83,6,Medium,DEV_0003930,22df6197a53b2426
NDM_003931,Oshakati,1570,Premium,Web,Android,232.5,4,Low,DEV_0003931,da5428be50dab51f
NDM_003932,Windhoek,3588,Standard,USSD,Android,213.36,5,Low,DEV_0003932,12275d730e598e18
NDM_003933,Windhoek,1590,Premium,USSD,Android,583.59,3,High,DEV_0003933,740663a60af38cc5
NDM_003934,Walvis Bay,3291,Premium,Web,Android,402.87,4,Low,DEV_0003934,84b40ba5bbb3ac5f
NDM_003935,Oshakati,827,Standard,USSD,Android,312.04,5,Medium,DEV_0003935,573cb153124cf54a
NDM_003936,Walvis Bay,507,Standard,Web,iOS,194.77,4,Low,DEV_0003936,7dba96d101d5e939
NDM_003937,Swakopmund,2527,Business,USSD,Android,1029.72,3,Low,DEV_0003937,a8364f5dd3f01f32
NDM_003938,Swakopmund,2334,Standard,USSD,Android,560.06,3,Low,DEV_0003938,759571811298bd08
NDM_003939,Rundu,3290,Standard,USSD,Android,669.0,3,Medium,DEV_0003939,ad86dbe289a1d7d0
NDM_003940,Walvis Bay,1301,Premium,USSD,Android,558.56,1,Low,DEV_0003940,3c18e86bf9661b0d
NDM_003941,Keetmanshoop,996,Standard,Web,iOS,385.42,5,Low,DEV_0003941,2ebb2076033c7805
NDM_003942,Swakopmund,747,Standard,USSD,Android,966.63,4,Low,DEV_0003942,e6d4c15dcb5558c3
NDM_003943,Windhoek,3490,Standard,Web,Android,299.2,2,Medium,DEV_0003943,7345a105ab44ff87
NDM_003944,Rundu,1969,Premium,USSD,iOS,200.43,4,Medium,DEV_0003944,7e6e2a751c5fabf7
NDM_003945,Windhoek,976,Standard,Web,Android,215.14,1,Low,DEV_0003945,629988add35471ca
NDM_003946,Oshakati,1724,Standard,Web,iOS,840.5,6,Low,DEV_0003946,8d05a84097392cb8
NDM_003947,Rundu,2435,Standard,USSD,Android,319.06,6,Medium,DEV_0003947,81116d45a38ad547
NDM_003948,Walvis Bay,741,Standard,Mobile_App,Android,2065.24,3,Low,DEV_0003948,308461ceacec189e
NDM_003949,Windhoek,3395,Standard,USSD,Android,654.39,3,Low,DEV_0003949,a9ffc91f7f845738
NDM_003950,Windhoek,1491,Business,USSD,Android,327.14,3,High,DEV_0003950,da9647285ada1661
NDM_003951,Windhoek,2424,Standard,USSD,iOS,945.62,5,Medium,DEV_0003951,d97ec363b108e84b
NDM_003952,Walvis Bay,2282,Premium,Web,iOS,1833.33,4,High,DEV_0003952,26f30ba883d2945e
NDM_003953,Windhoek,48,Standard,USSD,Android,665.58,3,Low,DEV_0003953,5ef5b3625e88f75d
NDM_003954,Walvis Bay,2709,Standard,USSD,iOS,299.49,4,Medium,DEV_0003954,ee3308f7a0b0e0cb
NDM_003955,Walvis Bay,1352,Standard,Mobile_App,iOS,1536.66,4,Low,DEV_0003955,165ec33246514538
NDM_003956,Oshakati,1709,Standard,USSD,Android,300.71,4,Medium,DEV_0003956,9b65cc01241b94af
NDM_003957,Swakopmund,2393,Standard,Web,Android,1491.52,2,Low,DEV_0003957,55447f687509ce2a
NDM_003958,Windhoek,3273,Standard,Web,iOS,261.11,2,Medium,DEV_0003958,4f5d4710598a36e6
NDM_003959,Windhoek,2047,Standard,USSD,Android,728.79,4,Low,DEV_0003959,cb3d56046cbea7a4
NDM_003960,Oshakati,1066,Standard,USSD,Android,616.49,3,Low,DEV_0003960,8a5133100bfd50f9
NDM_003961,Swakopmund,1433,Standard,Web,Android,182.69,2,Low,DEV_0003961,ed6464758dadcbe9
NDM_003962,Windhoek,2872,Standard,USSD,Android,1016.64,2,Low,DEV_0003962,360de34f0af7226f
NDM_003963,Windhoek,2938,Premium,USSD,Android,365.02,3,Medium,DEV_0003963,e8b8e1dfc13126ba
NDM_003964,Oshakati,2285,Standard,Web,Android,335.97,2,Medium,DEV_0003964,9cc924988dd00b8d
NDM_003965,Swakopmund,1213,Standard,Web,Android,358.96,6,Low,DEV_0003965,10a01dd47eb559ed
NDM_003966,Keetmanshoop,3071,Standard,USSD,Android,761.72,2,Low,DEV_0003966,8f1e6efd4218957f
NDM_003967,Windhoek,2778,Standard,USSD,iOS,1418.95,6,Low,DEV_0003967,2e107b031549a364
NDM_003968,Windhoek,1301,Standard,USSD,Android,697.48,6,Medium,DEV_0003968,fec63ba49ec54f62
NDM_003969,Swakopmund,2161,Standard,USSD,Android,473.33,4,Low,DEV_0003969,95275f44094da4f8
NDM_003970,Windhoek,2270,Standard,USSD,Android,69.26,4,Medium,DEV_0003970,a79b93feb4cbf1ad
NDM_003971,Windhoek,573,Premium,USSD,Android,937.46,7,Low,DEV_0003971,d7640c657fe80453
NDM_003972,Walvis Bay,2255,Standard,Mobile_App,Android,303.15,4,Low,DEV_0003972,5ede2c154558a71d
NDM_003973,Walvis Bay,2242,Premium,USSD,Android,1091.38,1,Low,DEV_0003973,cfac67786f14bfab
NDM_003974,Rundu,1569,Premium,USSD,Android,945.23,2,Low,DEV_0003974,2dc6ddcad3ebe35d
NDM_003975,Oshakati,726,Premium,USSD,Android,563.37,3,Low,DEV_0003975,ccf6a0806292b75a
NDM_003976,Windhoek,1735,Business,USSD,Android,574.88,7,Low,DEV_0003976,cae495a69a4b93c0
NDM_003977,Swakopmund,869,Standard,USSD,Android,394.56,6,Medium,DEV_0003977,407a934b8c5238c2
NDM_003978,Windhoek,3260,Premium,USSD,Android,266.62,5,Medium,DEV_0003978,439582a6f50f55cb
NDM_003979,Rundu,284,Standard,Web,iOS,178.03,6,Low,DEV_0003979,c6238942b8d6c675
NDM_003980,Windhoek,2822,Premium,Web,Android,556.36,2,Low,DEV_0003980,6475c00eafbe2aac
NDM_003981,Swakopmund,1966,Standard,Web,Android,1707.98,4,Low,DEV_0003981,f02bf142b46735d4
NDM_003982,Windhoek,3594,Business,USSD,Android,713.26,4,Low,DEV_0003982,7faa3aa0f659a783
NDM_003983,Walvis Bay,663,Standard,Web,Android,314.37,4,Low,DEV_0003983,e93d141eeb3971c3
NDM_003984,Windhoek,2094,Standard,USSD,Android,751.52,3,Low,DEV_0003984,66d408198b3b7826
NDM_003985,Windhoek,1492,Standard,Web,Android,1014.22,5,Low,DEV_0003985,b29e012f37d71cc2
NDM_003986,Windhoek,1762,Premium,USSD,Android,102.93,5,Low,DEV_0003986,d064f19f4030e500
NDM_003987,Windhoek,1835,Business,USSD,Android,363.47,5,Low,DEV_0003987,456a8e8eb76d951d
NDM_003988,Oshakati,1740,Standard,USSD,Android,1394.63,1,Low,DEV_0003988,f48a3222e112e000
NDM_003989,Walvis Bay,2228,Standard,USSD,iOS,132.88,6,Low,DEV_0003989,a0b5c5d99b038970
NDM_003990,Keetmanshoop,2383,Business,USSD,Android,829.76,4,Low,DEV_0003990,6d27b4e4cbb4593c
NDM_003991,Swakopmund,1287,Standard,USSD,iOS,126.82,7,Low,DEV_0003991,0bd973b17f82a146
NDM_003992,Windhoek,482,Standard,USSD,Android,238.65,6,Low,DEV_0003992,049fc2fc922d92ab
NDM_003993,Swakopmund,2733,Standard,USSD,Android,148.15,2,Low,DEV_0003993,bfc60682cee64259
NDM_003994,Oshakati,3055,Standard,USSD,Android,2721.3,4,Low,DEV_0003994,d8737707dbf7a3a8
NDM_003995,Oshakati,32,Standard,USSD,Android,595.42,5,Low,DEV_0003995,5c22c3c1374de873
NDM_003996,Oshakati,3107,Premium,USSD,iOS,771.14,1,High,DEV_0003996,b72aff0333c1434f
NDM_003997,Oshakati,1358,Premium,USSD,iOS,218.66,6,Medium,DEV_0003997,b04d6ec2b57e9225
NDM_003998,Windhoek,1561,Standard,USSD,iOS,841.46,2,Low,DEV_0003998,2c1841c42a761a1f
NDM_003999,Swakopmund,860,Business,USSD,Android,191.85,3,Low,DEV_0003999,bfa2e1d9766bc44b
NDM_004000,Rundu,274,Standard,USSD,Android,1036.49,2,Low,DEV_0004000,573b149fe5ffdba8
NDM_004001,Windhoek,3618,Standard,USSD,iOS,744.19,2,Low,DEV_0004001,c8720e7ec0033cf5
NDM_004002,Swakopmund,3223,Premium,USSD,iOS,2842.0,3,Medium,DEV_0004002,2d8872bc05e13da3
NDM_004003,Swakopmund,1850,Standard,USSD,iOS,275.87,4,High,DEV_0004003,577e6bbf0d98c240
NDM_004004,Windhoek,449,Standard,Web,Android,382.06,3,Low,DEV_0004004,cc80671f7b1df46d
NDM_004005,Swakopmund,2765,Premium,Web,Android,272.82,6,Medium,DEV_0004005,11e3a4ae988dac61
NDM_004006,Windhoek,1386,Standard,USSD,Android,600.18,5,Low,DEV_0004006,076ea20757945d4e
NDM_004007,Swakopmund,939,Standard,USSD,Android,224.22,4,Medium,DEV_0004007,16822bd977476190
NDM_004008,Rundu,1046,Standard,Web,iOS,954.32,4,Medium,DEV_0004008,0982311ac8d52c12
NDM_004009,Swakopmund,1785,Standard,Web,Android,1132.74,3,Low,DEV_0004009,11c4cd494e55dbac
NDM_004010,Walvis Bay,1426,Premium,USSD,Android,218.52,5,Low,DEV_0004010,098fed69adcc241d
NDM_004011,Windhoek,1513,Standard,Web,Android,155.07,5,Low,DEV_0004011,2eba2b7ffd2614b0
NDM_004012,Windhoek,3465,Standard,USSD,iOS,305.67,4,Medium,DEV_0004012,dfb916145260170b
NDM_004013,Oshakati,3455,Standard,USSD,iOS,452.77,3,Low,DEV_0004013,57faf61432074ec9
NDM_004014,Rundu,3561,Standard,Web,iOS,1223.9,2,Medium,DEV_0004014,b9a39696a7946194
NDM_004015,Rundu,890,Standard,USSD,iOS,330.25,3,High,DEV_0004015,c662f32ad0332bb4
NDM_004016,Windhoek,265,Standard,Mobile_App,Android,446.84,4,Low,DEV_0004016,068c8d19765c4129
NDM_004017,Walvis Bay,3649,Standard,Web,Android,1201.41,3,Low,DEV_0004017,8c4bda6b8c326121
NDM_004018,Windhoek,1156,Standard,USSD,Android,830.31,6,Low,DEV_0004018,66f6e7997cc0e405
NDM_004019,Swakopmund,300,Standard,USSD,iOS,384.39,4,Low,DEV_0004019,2b11ac14233be753
NDM_004020,Oshakati,2130,Standard,USSD,iOS,218.71,4,High,DEV_0004020,5cfda62f26799bbd
NDM_004021,Swakopmund,1249,Premium,USSD,iOS,1128.32,2,Medium,DEV_0004021,50b881ee8d9235dd
NDM_004022,Oshakati,2466,Standard,Mobile_App,Android,717.63,4,Low,DEV_0004022,f38a73214cb4671b
NDM_004023,Windhoek,1990,Standard,USSD,Android,350.11,4,Medium,DEV_0004023,521019e0a9f55c98
NDM_004024,Rundu,149,Standard,USSD,Android,1022.46,3,Low,DEV_0004024,fc87b91fd1391da1
NDM_004025,Swakopmund,550,Premium,USSD,Android,236.78,7,Low,DEV_0004025,239fc7a309b47c50
NDM_004026,Oshakati,1654,Standard,USSD,Android,272.83,3,Low,DEV_0004026,c1ca3ffccbfae6d2
NDM_004027,Swakopmund,2776,Standard,USSD,Android,3979.95,8,High,DEV_0004027,9f6d9d73aafe2d43
NDM_004028,Windhoek,962,Standard,USSD,Android,837.09,4,Low,DEV_0004028,758fdcb41ab74e26
NDM_004029,Walvis Bay,3640,Standard,USSD,Android,337.04,2,Medium,DEV_0004029,de6e9ba87f816f67
NDM_004030,Windhoek,2075,Standard,Web,iOS,568.73,2,Low,DEV_0004030,3522cd0603490352
NDM_004031,Windhoek,1232,Standard,USSD,Android,128.49,5,Low,DEV_0004031,21ef7cc311b8447f
NDM_004032,Windhoek,1652,Business,USSD,Android,57.13,3,Low,DEV_0004032,7c458f9d42d1919b
NDM_004033,Windhoek,3229,Premium,USSD,Android,612.74,4,Low,DEV_0004033,775c90212963c8d8
NDM_004034,Walvis Bay,1011,Standard,USSD,iOS,577.55,2,Low,DEV_0004034,dc2b00bf1fd518a7
NDM_004035,Windhoek,3025,Standard,USSD,Android,563.86,5,Low,DEV_0004035,800c2508f514a1d9
NDM_004036,Windhoek,331,Premium,USSD,iOS,371.45,3,Low,DEV_0004036,45c1982636d7202b
NDM_004037,Walvis Bay,2619,Standard,Web,Android,682.61,6,High,DEV_0004037,b69fad4bf30491de
NDM_004038,Swakopmund,697,Standard,USSD,Android,903.23,4,Low,DEV_0004038,2c551919b6f4e1ba
NDM_004039,Swakopmund,96,Standard,USSD,Android,266.22,4,Low,DEV_0004039,475fbd4854445db8
NDM_004040,Windhoek,582,Standard,USSD,Android,645.14,7,Low,DEV_0004040,f1d0c8a43aee2de5
NDM_004041,Keetmanshoop,2198,Standard,USSD,Android,507.6,5,Low,DEV_0004041,8c9a3c503a117d1b
NDM_004042,Windhoek,1913,Standard,USSD,Android,374.38,6,Low,DEV_0004042,d53cc2c3db3dbacc
NDM_004043,Windhoek,495,Standard,USSD,iOS,167.62,7,Low,DEV_0004043,97f9feb7043498cf
NDM_004044,Swakopmund,2354,Standard,Web,Android,1183.41,5,Low,DEV_0004044,777998c8e1d5fc98
NDM_004045,Windhoek,1639,Standard,Web,Android,951.53,2,Low,DEV_0004045,7e0edfb53a6e98d7
NDM_004046,Walvis Bay,3019,Premium,USSD,Android,224.66,4,Low,DEV_0004046,eb9862c76f0d2949
NDM_004047,Keetmanshoop,2239,Premium,Web,Android,717.8,7,Medium,DEV_0004047,6908b41ae1fddf33
NDM_004048,Swakopmund,2297,Premium,USSD,Android,842.77,6,Medium,DEV_0004048,ef9e83cd7701dc5e
NDM_004049,Oshakati,1086,Standard,USSD,Android,1098.1,4,Low,DEV_0004049,77fde159d763b1f6
NDM_004050,Windhoek,2509,Standard,USSD,Android,135.09,4,Low,DEV_0004050,214265454a482052
NDM_004051,Keetmanshoop,2200,Premium,Web,iOS,223.93,4,Low,DEV_0004051,f4b5d3a9e500a911
NDM_004052,Oshakati,780,Standard,USSD,Android,390.15,3,Low,DEV_0004052,3d69f72334ceb5f9
NDM_004053,Walvis Bay,970,Standard,USSD,Android,612.73,4,Medium,DEV_0004053,1bc61d5c80e03467
NDM_004054,Windhoek,903,Standard,USSD,Android,214.23,7,Low,DEV_0004054,223f4d2c2ef5bdef
NDM_004055,Windhoek,456,Premium,USSD,Android,601.94,6,Low,DEV_0004055,a3102242bcb40c19
NDM_004056,Walvis Bay,665,Standard,Web,Android,525.6,2,Medium,DEV_0004056,01e22ece088c2aa7
NDM_004057,Windhoek,3629,Standard,USSD,iOS,219.04,3,Medium,DEV_0004057,586c8cf324fda084
NDM_004058,Keetmanshoop,1038,Premium,Web,Android,209.85,3,Low,DEV_0004058,5a4af80427b21b75
NDM_004059,Windhoek,355,Standard,USSD,iOS,332.95,5,Medium,DEV_0004059,d392423b583e1912
NDM_004060,Windhoek,170,Premium,Mobile_App,Android,691.69,5,Low,DEV_0004060,1a9a29f85fd97d56
NDM_004061,Rundu,1170,Standard,USSD,Android,1492.31,6,Medium,DEV_0004061,023fd73706554cf5
NDM_004062,Windhoek,2168,Business,USSD,Android,434.11,8,High,DEV_0004062,a5106054ae5dab58
NDM_004063,Walvis Bay,2846,Standard,USSD,Android,668.11,2,Low,DEV_0004063,32120b2496222b33
NDM_004064,Walvis Bay,2278,Standard,USSD,Android,169.55,4,Low,DEV_0004064,85b8cc88a16f2bc0
NDM_004065,Walvis Bay,2100,Standard,Web,Android,267.39,5,Low,DEV_0004065,1f4bed2011b2f72e
NDM_004066,Walvis Bay,1198,Standard,USSD,Android,617.48,4,Low,DEV_0004066,1034681b7504e91a
NDM_004067,Rundu,1956,Standard,Mobile_App,Android,241.3,5,Low,DEV_0004067,7e0bc212f0451d38
NDM_004068,Windhoek,3603,Premium,USSD,Android,222.68,6,Medium,DEV_0004068,b69c49191f3ecdb0
NDM_004069,Rundu,2683,Standard,USSD,Android,310.06,6,Low,DEV_0004069,e96c3a43b8972379
NDM_004070,Walvis Bay,242,Standard,USSD,Android,510.75,4,Low,DEV_0004070,b6feee38f1d7701f
NDM_004071,Windhoek,1151,Premium,USSD,Android,148.57,5,High,DEV_0004071,2ec4cb448526187c
NDM_004072,Oshakati,32,Standard,USSD,Android,892.42,8,Low,DEV_0004072,6cec37412627b941
NDM_004073,Oshakati,2992,Standard,USSD,iOS,776.18,6,Low,DEV_0004073,f1389c6e55666370
NDM_004074,Swakopmund,2179,Standard,USSD,Android,1641.96,6,Low,DEV_0004074,389edfcd8e94768c
NDM_004075,Oshakati,250,Standard,USSD,Android,536.15,5,Low,DEV_0004075,e1aa14ec0d2b01b8
NDM_004076,Walvis Bay,679,Standard,Web,iOS,301.6,4,Low,DEV_0004076,4accd95ccd93524c
NDM_004077,Windhoek,2217,Standard,Web,iOS,166.05,4,Medium,DEV_0004077,7ce196bd797f6480
NDM_004078,Oshakati,3354,Standard,Mobile_App,Android,288.5,4,High,DEV_0004078,a04cf44fe98e617c
NDM_004079,Walvis Bay,651,Standard,USSD,Android,2219.8,7,Low,DEV_0004079,67a80201fb4021c3
NDM_004080,Swakopmund,1277,Standard,Mobile_App,iOS,307.17,3,Low,DEV_0004080,0607f8e3aa681b60
NDM_004081,Windhoek,965,Standard,USSD,Android,576.66,3,Low,DEV_0004081,8d4f57e0faf19e6d
NDM_004082,Windhoek,1245,Premium,USSD,Android,800.75,3,Low,DEV_0004082,03c46c1f31069e8b
NDM_004083,Rundu,3457,Standard,USSD,Android,1148.06,6,Low,DEV_0004083,a6d2a92d4d9608f8
NDM_004084,Windhoek,2641,Standard,USSD,iOS,568.84,2,Low,DEV_0004084,9dd6dc1f2e5a7093
NDM_004085,Walvis Bay,1156,Standard,Web,iOS,189.06,3,Medium,DEV_0004085,678cb5430685a194
NDM_004086,Windhoek,3534,Standard,Web,Android,395.27,7,Medium,DEV_0004086,65e3f0babef6468f
NDM_004087,Swakopmund,3224,Standard,USSD,Android,455.85,4,Low,DEV_0004087,e62fee10fed0241c
NDM_004088,Windhoek,3457,Standard,USSD,Android,1095.3,4,Medium,DEV_0004088,5295d1b927b12f73
NDM_004089,Windhoek,1436,Standard,USSD,Android,639.64,5,Medium,DEV_0004089,1a49f50c774b9bc2
NDM_004090,Keetmanshoop,867,Standard,USSD,Android,392.59,2,Low,DEV_0004090,9c16f43c9f48bf1e
NDM_004091,Walvis Bay,2786,Standard,USSD,Android,634.29,7,Low,DEV_0004091,2c57257ee7032325
NDM_004092,Windhoek,2381,Standard,USSD,Android,373.49,5,Low,DEV_0004092,b86c613357587ed3
NDM_004093,Oshakati,3059,Standard,Web,Android,80.01,8,Low,DEV_0004093,1ed3f59e31aef741
NDM_004094,Windhoek,1060,Standard,Mobile_App,iOS,311.53,5,Low,DEV_0004094,5b766975ea8cd14e
NDM_004095,Walvis Bay,1002,Standard,USSD,Android,4103.51,4,Low,DEV_0004095,1c4b1c1116e509d7
NDM_004096,Swakopmund,1577,Premium,USSD,Android,285.49,5,High,DEV_0004096,d9383571bd6806e5
NDM_004097,Windhoek,128,Standard,USSD,iOS,564.24,6,Low,DEV_0004097,c58de0a547e26105
NDM_004098,Walvis Bay,3545,Standard,USSD,Android,356.69,3,Low,DEV_0004098,6512e65b789be1c4
NDM_004099,Windhoek,2302,Standard,Web,Android,369.36,5,Medium,DEV_0004099,9e6f5afacf8aac9b
NDM_004100,Windhoek,2955,Standard,USSD,Android,107.78,6,Low,DEV_0004100,a4403c29d943a197
NDM_004101,Keetmanshoop,2095,Premium,USSD,Android,517.86,7,Low,DEV_0004101,1549f3849648e631
NDM_004102,Swakopmund,2247,Premium,USSD,Android,200.52,2,Low,DEV_0004102,be8ad17a14a53200
NDM_004103,Walvis Bay,734,Premium,Web,Android,163.86,5,Low,DEV_0004103,30df6c9939268faa
NDM_004104,Windhoek,2162,Standard,USSD,iOS,1043.26,6,Medium,DEV_0004104,08588e38302d1deb
NDM_004105,Rundu,1048,Standard,USSD,Android,514.69,3,Low,DEV_0004105,8da676e45b2ede27
NDM_004106,Rundu,3446,Standard,USSD,iOS,2254.21,5,Low,DEV_0004106,1a310cab2df16503
NDM_004107,Walvis Bay,1180,Standard,Web,Android,1387.91,3,Low,DEV_0004107,5fcd066c49b267d2
NDM_004108,Walvis Bay,244,Standard,Web,Android,263.27,4,Medium,DEV_0004108,ac3ae47ad0e291d4
NDM_004109,Swakopmund,3042,Standard,Web,Android,680.31,8,Low,DEV_0004109,3105b7fa0e10412c
NDM_004110,Keetmanshoop,669,Premium,USSD,iOS,281.68,6,Medium,DEV_0004110,27cdf36c614514d0
NDM_004111,Windhoek,914,Premium,USSD,Android,457.22,4,Low,DEV_0004111,dbe301250d002065
NDM_004112,Windhoek,1941,Standard,USSD,Android,958.04,6,Low,DEV_0004112,1167ddbe24f84f8a
NDM_004113,Keetmanshoop,3553,Standard,Mobile_App,Android,178.55,5,Low,DEV_0004113,fdb44616bb47f6d7
NDM_004114,Walvis Bay,1057,Standard,USSD,Android,422.67,5,Low,DEV_0004114,5bb84a06ccf01ed6
NDM_004115,Oshakati,2357,Standard,USSD,Android,321.15,5,Medium,DEV_0004115,dfdfd2dcc9418e57
NDM_004116,Rundu,477,Standard,USSD,iOS,1028.19,5,Low,DEV_0004116,2098a073ed3dd720
NDM_004117,Walvis Bay,1769,Premium,Web,Android,352.2,3,Low,DEV_0004117,740e22c937d534cc
NDM_004118,Windhoek,281,Standard,Mobile_App,Android,1494.14,4,Low,DEV_0004118,e8cc27b340c75118
NDM_004119,Windhoek,3255,Premium,Web,Android,698.0,5,Low,DEV_0004119,d0b9323ed25f4897
NDM_004120,Rundu,1290,Standard,USSD,Android,2636.73,4,Low,DEV_0004120,794de83ade01603d
NDM_004121,Keetmanshoop,2334,Standard,Web,Android,621.68,7,Medium,DEV_0004121,4de63b8ca383a6c8
NDM_004122,Keetmanshoop,207,Standard,Web,Android,1014.56,5,Low,DEV_0004122,127769f9bff089fd
NDM_004123,Oshakati,1916,Standard,Mobile_App,Android,1443.0,8,Medium,DEV_0004123,8bcc2eb98514c013
NDM_004124,Keetmanshoop,2170,Premium,Mobile_App,Android,177.49,2,Low,DEV_0004124,d3913ccbcb233ab1
NDM_004125,Windhoek,2073,Premium,USSD,Android,238.18,5,Low,DEV_0004125,c82990229d077006
NDM_004126,Windhoek,2267,Standard,USSD,Android,496.12,3,Medium,DEV_0004126,a9ac0aa9b5d0581c
NDM_004127,Swakopmund,2794,Standard,USSD,iOS,1400.3,4,Low,DEV_0004127,9542f0fcaf4f8ef1
NDM_004128,Walvis Bay,3506,Standard,Web,Android,461.97,4,Low,DEV_0004128,b20676c7d5df2070
NDM_004129,Keetmanshoop,875,Standard,USSD,Android,370.53,3,Low,DEV_0004129,e9953c0a305cc755
NDM_004130,Windhoek,2149,Standard,USSD,Android,1622.89,6,Low,DEV_0004130,d0c175db71ceaeae
NDM_004131,Windhoek,181,Standard,USSD,iOS,1425.57,4,Medium,DEV_0004131,79d591dcc54d082c
NDM_004132,Keetmanshoop,2803,Standard,USSD,Android,236.51,6,Low,DEV_0004132,4b6fc385fb031a57
NDM_004133,Windhoek,2685,Standard,USSD,Android,156.04,9,Low,DEV_0004133,6261da9d8a9d4ab1
NDM_004134,Walvis Bay,2054,Premium,USSD,iOS,227.65,5,Low,DEV_0004134,22697efc12812fce
NDM_004135,Swakopmund,3488,Premium,USSD,Android,774.64,2,Medium,DEV_0004135,67fd567fe56614cc
NDM_004136,Swakopmund,2656,Standard,USSD,Android,1288.61,2,Medium,DEV_0004136,2816191b729c7377
NDM_004137,Windhoek,157,Standard,USSD,iOS,184.42,3,Low,DEV_0004137,a3a3dc6cdf1c20bc
NDM_004138,Windhoek,972,Standard,USSD,Android,992.67,4,Low,DEV_0004138,7cbd09329f9fe462
NDM_004139,Windhoek,3121,Standard,Mobile_App,Android,282.46,3,Low,DEV_0004139,a44124d1c08009e0
NDM_004140,Windhoek,1684,Standard,USSD,iOS,1236.11,3,Low,DEV_0004140,9e1c569be51a5446
NDM_004141,Rundu,3151,Standard,USSD,Android,983.97,4,Low,DEV_0004141,26c1bf03c89ddc59
NDM_004142,Windhoek,2229,Standard,USSD,Android,221.92,4,High,DEV_0004142,33ddcad10674185f
NDM_004143,Rundu,879,Standard,USSD,Android,557.24,2,Medium,DEV_0004143,47df1aa9175679f2
NDM_004144,Windhoek,1603,Standard,Mobile_App,iOS,422.61,2,Medium,DEV_0004144,296de412ace3bef9
NDM_004145,Swakopmund,1575,Premium,USSD,Android,575.45,8,Low,DEV_0004145,821921219f44222c
NDM_004146,Windhoek,1355,Premium,USSD,Android,425.49,4,Low,DEV_0004146,0d8d31326ecc053c
NDM_004147,Rundu,1516,Standard,USSD,Android,433.06,2,Medium,DEV_0004147,0a75b832730f1f82
NDM_004148,Keetmanshoop,1149,Standard,Web,iOS,1941.57,7,Low,DEV_0004148,04037d8b70708a4d
NDM_004149,Swakopmund,3376,Standard,Web,Android,2734.19,2,Low,DEV_0004149,9355567ee57f8ce1
NDM_004150,Keetmanshoop,3451,Premium,USSD,Android,830.76,4,Low,DEV_0004150,ec0becbcf1abe5df
NDM_004151,Swakopmund,2461,Standard,USSD,Android,227.69,3,Low,DEV_0004151,a565247c94a25b1c
NDM_004152,Windhoek,248,Standard,Web,Android,262.41,5,Low,DEV_0004152,c50e730bb48071f9
NDM_004153,Walvis Bay,3425,Standard,USSD,iOS,287.99,2,Medium,DEV_0004153,06778a15fca8cb6f
NDM_004154,Oshakati,1498,Premium,USSD,Android,824.83,5,Medium,DEV_0004154,9d008bb65c442e1c
NDM_004155,Keetmanshoop,3389,Premium,Mobile_App,iOS,846.28,5,Medium,DEV_0004155,a81c19d7811df7d7
NDM_004156,Windhoek,1822,Standard,USSD,iOS,429.68,9,Medium,DEV_0004156,db44807e0a95580b
NDM_004157,Walvis Bay,2735,Premium,Web,Android,590.09,3,Low,DEV_0004157,f483b2e12ab7a9b5
NDM_004158,Walvis Bay,3385,Business,Web,Android,507.44,6,Low,DEV_0004158,2746f38e093385e5
NDM_004159,Swakopmund,1675,Standard,USSD,iOS,460.92,5,Low,DEV_0004159,2aa5ead0f9b069ad
NDM_004160,Windhoek,3621,Standard,USSD,Android,942.24,4,Low,DEV_0004160,4dcedbc7cb8c42f4
NDM_004161,Swakopmund,1672,Standard,Mobile_App,Android,732.21,4,Low,DEV_0004161,e49df294235eae91
